fixed acidity	volatile acidity	citric acid	residual sugar	chlorides	free sulfur dioxide	total sulfur dioxide	density	pH	sulphates	alcohol	target
7.3	0.25	0.42	14.2	0.040999999999999995	57.0	182.0	0.9996	3.29	0.75	9.1	7
4.8	0.34	0.0	6.5	0.027999999999999997	33.0	163.0	0.9939	3.36	0.61	9.9	6
6.2	0.28	0.33	1.7	0.028999999999999998	24.0	111.0	0.99	3.24	0.5	12.1	6
4.8	0.33	0.0	6.5	0.027999999999999997	34.0	163.0	0.9937	3.35	0.61	9.9	5
6.1	0.27	0.33	2.2	0.021	26.0	117.0	0.9886	3.12	0.3	12.5	6
6.9	0.18	0.36	1.3	0.036000000000000004	40.0	117.0	0.9934	3.27	0.95	9.5	7
7.8	0.18	0.46	12.6	0.042	41.0	143.0	1.0	3.24	0.76	8.5	8
7.3	0.28	0.42	14.4	0.04	49.0	173.0	0.9994	3.28	0.82	9.0	7
7.3	0.24	0.29	1.2	0.037000000000000005	37.0	97.0	0.9926	3.19	0.7	10.1	6
6.0	0.45	0.65	9.7	0.08	11.0	159.0	0.9956	3.04	0.48	9.4	5
7.7	0.34	0.58	11.1	0.039	41.0	151.0	0.9978	3.06	0.49	8.6	5
6.3	0.26	0.21	4.0	0.03	24.0	125.0	0.9915	3.06	0.34	10.7	6
10.3	0.17	0.47	1.4	0.037000000000000005	5.0	33.0	0.9939	2.89	0.28	9.6	3
7.7	0.15	0.29	1.3	0.028999999999999998	10.0	64.0	0.9932	3.35	0.39	10.1	5
7.1	0.21	0.32	2.2	0.037000000000000005	28.0	141.0	0.993	3.2	0.57	10.0	7
6.9	0.36	0.34	4.2	0.018000000000000002	57.0	119.0	0.9898	3.28	0.36	12.7	9
6.0	0.28	0.34	1.6	0.11900000000000001	33.0	104.0	0.9921	3.19	0.38	10.2	6
6.2	0.16	0.54	1.4	0.126	37.0	110.0	0.9932	3.23	0.37	8.9	6
6.9	0.12	0.36	2.2	0.037000000000000005	18.0	111.0	0.9919	3.41	0.82	11.9	8
7.1	0.21	0.32	2.2	0.037000000000000005	28.0	141.0	0.993	3.2	0.57	10.0	7
8.8	0.36	0.44	1.9	0.04	9.0	121.0	0.9953	3.19	0.48	9.9	6
7.4	0.26	0.43	6.0	0.022000000000000002	22.0	125.0	0.9928	3.13	0.55	11.5	6
7.4	0.26	0.43	6.0	0.022000000000000002	22.0	125.0	0.9928	3.13	0.55	11.5	6
6.8	0.23	0.29	12.2	0.035	38.0	236.0	0.9976	3.35	0.52	9.8	6
6.1	0.34	0.27	2.6	0.024	20.0	105.0	0.9906	3.4	0.67	12.2	7
7.3	0.26	0.31	1.6	0.04	39.0	173.0	0.9918	3.19	0.51	11.4	6
6.5	0.3	0.32	2.0	0.044000000000000004	34.0	90.0	0.99185	3.37	0.68	11.0	7
7.3	0.26	0.31	1.6	0.04	39.0	173.0	0.9918	3.19	0.51	11.4	6
6.5	0.3	0.32	2.0	0.044000000000000004	34.0	90.0	0.99185	3.37	0.68	11.0	7
5.0	0.31	0.0	6.4	0.046	43.0	166.0	0.9940000000000001	3.3	0.63	9.9	6
5.8	0.26	0.18	1.2	0.031	40.0	114.0	0.9908	3.42	0.4	11.0	7
5.9	0.26	0.3	1.0	0.036000000000000004	38.0	114.0	0.9928	3.58	0.48	9.4	5
7.0	0.31	0.29	1.4	0.037000000000000005	33.0	128.0	0.9896	3.12	0.36	12.2	7
5.8	0.26	0.18	1.2	0.031	40.0	114.0	0.9908	3.42	0.4	11.0	7
5.6	0.19	0.39	1.1	0.043	17.0	67.0	0.9918	3.23	0.53	10.3	6
6.8	0.18	0.28	8.7	0.047	52.0	242.0	0.9952	3.22	0.53	10.5	6
7.0	0.29	0.26	1.6	0.044000000000000004	12.0	87.0	0.9923	3.08	0.46	10.5	6
6.6	0.26	0.29	1.4	0.039	13.0	67.0	0.9915	3.05	0.49	10.9	6
6.8	0.18	0.28	8.5	0.047	52.0	242.0	0.9952	3.22	0.53	10.5	6
6.6	0.2	0.38	7.9	0.052000000000000005	30.0	145.0	0.9947	3.32	0.56	11.0	7
8.0	0.29	0.29	13.2	0.046	26.0	113.0	0.9983	3.25	0.37	9.7	6
6.1	0.28	0.35	12.8	0.048	63.0	229.0	0.9975	3.08	0.4	8.9	5
5.9	0.31	0.3	7.7	0.047	60.0	206.0	0.995	3.2	0.39	9.6	6
6.9	0.21	0.28	2.4	0.055999999999999994	49.0	159.0	0.9944	3.02	0.47	8.8	8
8.4	0.19	0.42	1.6	0.047	9.0	101.0	0.9940000000000001	3.06	0.65	11.1	4
8.3	0.27	0.45	1.3	0.048	8.0	72.0	0.9944	3.08	0.61	10.3	4
7.1	0.25	0.39	2.1	0.036000000000000004	30.0	124.0	0.9908	3.28	0.43	12.2	8
8.0	0.23	0.37	9.6	0.054000000000000006	23.0	159.0	0.99795	3.32	0.47	9.8	4
7.5	0.24	0.31	13.0	0.049	46.0	217.0	0.9985	3.08	0.53	8.8	5
6.3	0.33	0.2	5.8	0.04	24.0	144.0	0.99425	3.15	0.63	9.9	5
6.2	0.33	0.19	5.6	0.042	22.0	143.0	0.99425	3.15	0.63	9.9	5
6.3	0.34	0.19	5.8	0.040999999999999995	22.0	145.0	0.9943	3.15	0.63	9.9	5
5.8	0.29	0.05	0.8	0.038	11.0	30.0	0.9924	3.36	0.35	9.2	5
8.0	0.32	0.26	1.2	0.05	11.5	88.0	0.9946	3.24	0.37	9.5	4
5.6	0.29	0.05	0.8	0.038	11.0	30.0	0.9924	3.36	0.35	9.2	5
7.4	0.13	0.39	4.7	0.042	36.0	137.0	0.995	3.36	0.56	10.3	7
7.7	0.3	0.32	1.6	0.037000000000000005	23.0	124.0	0.9919	2.93	0.33	11.0	6
7.0	0.24	0.34	1.4	0.031	27.0	107.0	0.99	3.06	0.39	11.9	6
8.6	0.18	0.4	1.1	0.04	20.0	107.0	0.9923	2.94	0.32	10.2	7
7.0	0.11	0.32	4.6	0.057	59.0	144.0	0.9956	3.55	0.44	9.4	7
7.7	0.32	0.62	10.6	0.036000000000000004	56.0	153.0	0.9978	3.13	0.44	8.9	6
7.7	0.32	0.62	10.6	0.036000000000000004	56.0	153.0	0.9978	3.13	0.44	8.9	6
6.5	0.26	0.27	12.9	0.044000000000000004	69.0	215.0	0.9967	3.17	0.43	10.0	6
7.9	0.28	0.41	2.0	0.044000000000000004	50.0	152.0	0.9934	3.45	0.49	10.7	8
6.3	0.27	0.23	2.9	0.047	13.0	100.0	0.9936	3.28	0.43	9.8	5
5.4	0.595	0.1	2.8	0.042	26.0	80.0	0.9932	3.36	0.38	9.3	5
6.7	0.25	0.33	2.9	0.057	52.0	173.0	0.9934	3.02	0.48	9.5	7
6.5	0.25	0.35	12.0	0.055	47.0	179.0	0.998	3.58	0.47	10.0	5
6.1	0.36	0.58	15.0	0.044000000000000004	42.0	115.0	0.9978	3.15	0.51	9.0	5
7.7	0.17	0.52	5.9	0.017	21.0	84.0	0.9929	3.14	0.4	11.9	7
6.4	0.26	0.43	12.6	0.033	64.0	230.0	0.9974	3.08	0.38	8.9	5
6.5	0.26	0.28	12.5	0.046	80.0	225.0	0.99685	3.18	0.41	10.0	6
5.9	0.29	0.33	7.4	0.037000000000000005	58.0	205.0	0.99495	3.26	0.41	9.6	5
6.2	0.28	0.43	13.0	0.039	64.0	233.0	0.99745	3.08	0.38	8.9	5
6.1	0.27	0.44	6.7	0.040999999999999995	61.0	230.0	0.99505	3.12	0.4	8.9	5
6.4	0.43	0.32	1.4	0.048	10.0	67.0	0.992	3.08	0.41	11.4	5
6.1	0.36	0.58	15.0	0.044000000000000004	42.0	115.0	0.9978	3.15	0.51	9.0	5
6.2	0.35	0.29	7.3	0.044000000000000004	56.0	244.0	0.9956	3.36	0.55	10.0	6
7.7	0.24	0.29	15.3	0.044000000000000004	39.0	194.0	0.9982	3.06	0.47	9.6	7
6.2	0.34	0.28	7.5	0.034	40.0	197.0	0.99485	3.14	0.6	9.7	5
6.3	0.27	0.46	11.75	0.037000000000000005	61.0	212.0	0.9971	3.25	0.53	9.5	6
5.4	0.415	0.19	1.6	0.039	27.0	88.0	0.99265	3.54	0.41	10.0	7
6.9	0.48	0.36	3.5	0.03	31.0	135.0	0.9904	3.14	0.38	12.2	7
6.5	0.18	0.33	8.0	0.051	16.0	131.0	0.9965	3.28	0.44	8.7	7
6.7	0.15	0.29	5.0	0.057999999999999996	28.0	105.0	0.9946	3.52	0.44	10.2	7
8.2	0.345	1.0	18.2	0.047	55.0	205.0	0.99965	2.96	0.43	9.6	5
8.5	0.16	0.35	1.6	0.039	24.0	147.0	0.9935	2.96	0.36	10.0	5
6.8	0.705	0.25	3.2	0.048	10.0	57.0	0.996	3.36	0.52	9.5	4
7.3	0.25	0.39	6.4	0.034	8.0	84.0	0.9942	3.18	0.46	11.5	5
7.6	0.345	0.26	1.9	0.043	15.0	134.0	0.9936	3.08	0.38	9.5	5
7.6	0.22	0.34	9.7	0.035	26.0	143.0	0.9965	3.08	0.49	9.8	6
6.5	0.17	0.33	1.4	0.027999999999999997	14.0	99.0	0.9928	3.23	0.55	10.1	6
8.2	0.23	0.37	1.3	0.042	39.0	117.0	0.9928	2.99	0.36	10.0	5
7.6	0.22	0.34	9.7	0.035	26.0	143.0	0.9965	3.08	0.49	9.8	6
7.6	0.345	0.26	1.9	0.043	15.0	134.0	0.9936	3.08	0.38	9.5	5
7.5	0.32	0.26	1.8	0.042	13.0	133.0	0.9938	3.07	0.38	9.5	5
6.6	0.23	0.32	0.9	0.040999999999999995	25.0	79.0	0.9926	3.39	0.54	10.2	7
6.6	0.2	0.32	1.1	0.039	25.0	78.0	0.9926	3.39	0.54	10.2	7
7.3	0.24	0.34	15.4	0.05	38.0	174.0	0.9983	3.03	0.42	9.0	6
7.3	0.24	0.34	15.4	0.05	38.0	174.0	0.9983	3.03	0.42	9.0	6
8.0	0.42	0.36	5.0	0.037000000000000005	34.0	101.0	0.992	3.13	0.57	12.3	7
7.3	0.24	0.34	15.4	0.05	38.0	174.0	0.9983	3.03	0.42	9.0	6
6.1	0.19	0.25	4.0	0.023	23.0	112.0	0.9923	3.37	0.51	11.6	6
5.9	0.26	0.21	12.5	0.034	36.0	152.0	0.9972	3.28	0.43	9.5	6
8.3	0.23	0.43	3.2	0.035	14.0	101.0	0.9928	3.15	0.36	11.5	5
6.5	0.34	0.28	1.8	0.040999999999999995	43.0	188.0	0.9928	3.13	0.37	9.6	6
6.8	0.22	0.35	17.5	0.039	38.0	153.0	0.9994	3.24	0.42	9.0	6
6.5	0.08	0.33	1.9	0.027999999999999997	23.0	93.0	0.991	3.34	0.7	12.0	7
5.5	0.42	0.09	1.6	0.019	18.0	68.0	0.9906	3.33	0.51	11.4	7
5.1	0.42	0.01	1.5	0.017	25.0	102.0	0.9894	3.38	0.36	12.3	7
6.0	0.27	0.19	1.7	0.02	24.0	110.0	0.9898	3.32	0.47	12.6	7
6.8	0.22	0.35	17.5	0.039	38.0	153.0	0.9994	3.24	0.42	9.0	6
6.5	0.08	0.33	1.9	0.027999999999999997	23.0	93.0	0.991	3.34	0.7	12.0	7
7.1	0.13	0.38	1.8	0.046	14.0	114.0	0.9925	3.32	0.9	11.7	6
7.6	0.3	0.25	4.3	0.054000000000000006	22.0	111.0	0.9956	3.12	0.49	9.2	5
6.6	0.13	0.3	4.9	0.057999999999999996	47.0	131.0	0.9946	3.51	0.45	10.3	6
6.5	0.14	0.33	7.6	0.05	53.0	189.0	0.9966	3.25	0.49	8.6	5
7.7	0.28	0.33	6.7	0.037000000000000005	32.0	155.0	0.9951	3.39	0.62	10.7	7
6.0	0.2	0.71	1.6	0.15	10.0	54.0	0.9927	3.12	0.47	9.8	5
6.0	0.19	0.71	1.5	0.152	9.0	55.0	0.9927	3.12	0.46	9.8	6
7.7	0.28	0.33	6.7	0.037000000000000005	32.0	155.0	0.9951	3.39	0.62	10.7	7
5.1	0.39	0.21	1.7	0.027000000000000003	15.0	72.0	0.9894	3.5	0.45	12.5	6
5.7	0.36	0.34	4.2	0.026000000000000002	21.0	77.0	0.9907	3.41	0.45	11.9	6
6.9	0.19	0.33	1.6	0.043	63.0	149.0	0.9925	3.44	0.52	10.8	5
6.0	0.41	0.21	1.9	0.05	29.0	122.0	0.9928	3.42	0.52	10.5	6
7.4	0.28	0.3	5.3	0.054000000000000006	44.0	161.0	0.9941	3.12	0.48	10.3	6
7.4	0.3	0.3	5.2	0.053	45.0	163.0	0.9941	3.12	0.45	10.3	6
6.9	0.19	0.33	1.6	0.043	63.0	149.0	0.9925	3.44	0.52	10.8	5
7.7	0.28	0.39	8.9	0.036000000000000004	8.0	117.0	0.9935	3.06	0.38	12.0	7
8.6	0.16	0.38	3.4	0.04	41.0	143.0	0.9932	2.95	0.39	10.2	6
8.2	0.26	0.44	1.3	0.046	7.0	69.0	0.9944	3.14	0.62	10.2	4
6.5	0.25	0.27	15.2	0.049	75.0	217.0	0.9972	3.19	0.39	9.9	5
7.0	0.24	0.18	1.3	0.046	9.0	62.0	0.9940000000000001	3.38	0.47	10.1	4
8.6	0.18	0.36	1.8	0.04	24.0	187.0	0.9956	3.25	0.55	9.5	6
7.8	0.27	0.34	1.6	0.046	27.0	154.0	0.9927	3.05	0.45	10.5	6
6.0	0.26	0.34	1.3	0.046	6.0	29.0	0.9924	3.29	0.63	10.4	5
6.1	0.24	0.27	9.8	0.062	33.0	152.0	0.9966	3.31	0.47	9.5	6
8.0	0.24	0.3	17.45	0.055999999999999994	43.0	184.0	0.9997	3.05	0.5	9.2	6
7.6	0.21	0.6	2.1	0.046	47.0	165.0	0.9936	3.05	0.54	10.1	7
